num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
3408,Матеко Андрій Валерійович,vulyk_30_131,Прокуратура,Сумська область,99964.0,4837.0,0.0,0.0,старший прокурор відділу організації участі прокурорів у кримінальному провадженні в суді прокуратури Сумської області,70.0,0.0,0.0,0.0,99964.0,4837.0,Toyota Camry,Toyota Camry,26194.0,26194.0,52388.0,104801.0,655.0,26.0,1309700.0,1.31,8330.0,403.0,8733.0,0.0,70.0
3413,Матрифайло Андрій Васильович,vulyk_31_34,Міністерство внутрішніх справ,Тернопільська область,124206.83,0.0,0.0,0.0,начальник управління ДАІ УМВС України в Тернопільській області,33.0,0.0,0.0,0.0,108185.81,0.0,Москвич / АЗЛК 2140;Lexus LX 570,,0.0,40434.0,40434.0,124206.83,0.0,40.0,1010850.0,1.01,9015.0,0.0,9015.0,0.0,33.0
3458,Мележик Неоніла Іванівна,vulyk_8_36,Вищий господарський суд,Загальнодержавний регіон,566769.0,684303.0,0.0,326187.0,суддя Вищого господарського суду України,147.0,36.0,0.0,340.0,284898.0,77317.0,Lexus;Suzuki;,Daewoo;Таврия;,2937.0,53059.0,55996.0,1251072.0,73.0,53.0,1399900.0,1.4,23742.0,6443.0,30185.0,326187.0,523.0
3463,Мельник Ірина Миколаївна,vulyk_16_29,Загальний місцевий суд,Харківська область,232260.0,520130.0,0.0,0.0,суддя Комінтернівського районного суду м. Харкова,0.0,189.0,0.0,0.0,232260.0,71355.0,Toyota Land Cruiser Prado,Toyota Land Cruiser Prado;Mazda 6;Lexus;Volkswagen Caddy;ЗАЗ 110308-45,69418.0,21162.0,90580.0,752390.0,1735.0,21.0,2264500.0,2.26,19355.0,5946.0,25301.0,0.0,189.0
3470,Мельник Дмитро Михайлович,vulyk_27_117,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Полтавська область,66058.0,802050.0,0.0,0.0,перший заступник начальника ДПІ у м. Полтава,133.0,0.0,0.0,39.0,63858.0,0.0,Kia Ceed,Hyundai Santa FE;Volvo 340;Kia Ceed,37604.0,14802.0,52406.0,868108.0,940.0,15.0,1310150.0,1.31,5322.0,0.0,5322.0,0.0,172.0
3497,Мельничук Олена Ярославівна,vulyk_45_33,Загальний апеляційний суд,Львівська область,268201.14,18090.0,0.0,0.0,суддя апеляційного суду Львівської області,97.0,97.0,0.0,0.0,268201.14,0.0,Toyota Camry,Mercedes-Benz GL 450,27700.0,21158.0,48858.0,286291.14,692.0,21.0,1221450.0,1.22,22350.0,0.0,22350.0,0.0,194.0
3498,Мельнікова Лариса Володимирівна,vulyk_56_133,Апеляційний адміністративний суд,Харківська область,267321.0,0.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,87.0,0.0,0.0,0.0,253575.0,0.0,Lexus GS-250,,0.0,45885.0,45885.0,267321.0,0.0,46.0,1147125.0,1.15,21131.0,0.0,21131.0,0.0,87.0
3501,Меняйлов Василь Володимирович,vulyk_60_49,Міністерство внутрішніх справ,Запорізька область,290712.0,43666.0,0.0,0.0,начальник управління інформаційно-аналітичного забезпечення ГУМВС України в Запорізький області,90.0,0.0,0.0,0.0,238966.0,43666.0,SsangYong Korando,Geely MK-cross;SsangYong Korando,24101.0,16405.0,40506.0,334378.0,603.0,16.0,1012650.0,1.01,19914.0,3639.0,23553.0,0.0,90.0
3528,Мироненко Андрій Петрович,vulyk_11_136,СДПІ з обслуговування великих платників у м. Луганську МГУ Міндоходів,Луганська область,89857.0,29188.0,0.0,0.0,начальник СДПІ з обслуговування великих платників у м. Луганську МГУ міністерства доходів,64.0,30.0,0.0,47.0,89804.0,29188.0,Toyota Sequoia,Hyundai Santa FE,36560.0,40841.0,77401.0,119045.0,914.0,41.0,1935025.0,1.94,7484.0,2432.0,9916.0,0.0,141.0
3547,Михайлик Микола Миколайович,vulyk_26_185,Міністерство внутрішніх справ,Полтавська область,122410.84,0.0,0.0,0.0,начальник управління карного розшуку УМВС України в Полтавській області,47.0,62.0,0.0,0.0,104821.42,0.0,Volkswagen Touareg,,0.0,50629.0,50629.0,122410.84,0.0,51.0,1265725.0,1.27,8735.0,0.0,8735.0,0.0,109.0
3570,Мишков Ярослав Євгенович,vulyk_16_134,Прокуратура,Харківська область,6845777.0,1004033.0,0.0,0.0,прокурор Червонозаводського району м. Харкова,92.0,194.0,0.0,339.0,182061.0,16933.0,Jeep Wrangler,Mercedes-Benz ML 350;,56919.0,50074.0,106993.0,7849810.0,1423.0,50.0,2674825.0,2.67,15172.0,1411.0,16583.0,0.0,625.0
3578,Могил Сергій Костянтинович,vulyk_8_20,Вищий господарський суд,Загальнодержавний регіон,287595.0,1007744.0,0.0,32000.0,суддя Вищого господарського суду України,37.0,257.0,178.0,0.0,263002.0,0.0,,Jeep Grand Cherokee,57954.0,0.0,57954.0,1295339.0,1449.0,0.0,1448850.0,1.45,21917.0,0.0,21917.0,32000.0,472.0
3595,Мора Олег Миколайович,vulyk_51_198,Загальний місцевий суд,Київська область,163881.0,254605.0,0.0,0.0,суддя Обухівського районного суду Київської області,196.0,214.0,50.0,0.0,163881.0,192925.0,Honda Pilot,Audi Q5,44708.0,21610.0,66318.0,418486.0,1118.0,22.0,1657950.0,1.66,13657.0,16077.0,29734.0,0.0,460.0
3601,Мороз Вікторія Олександрівна,vulyk_34_5,Загальний місцевий суд,Чернівецька область,189420.2,22750.0,0.0,0.0,заступник голови Новодністровського міського суду Чернівецької області,0.0,0.0,693.0,693.0,177240.2,22750.0,Lexus,BMW X1,31220.0,20303.0,51523.0,212170.2,780.0,20.0,1288075.0,1.29,14770.0,1896.0,16666.0,0.0,1386.0
3602,Мороз Микола Андрійович,vulyk_8_184,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,349409.0,0.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,80.0,0.0,50.0,0.0,349409.0,0.0,Mercedes-Benz E200;Mercedes-Benz CLK 300 4matik;,,0.0,50564.0,50564.0,349409.0,0.0,51.0,1264100.0,1.26,29117.0,0.0,29117.0,0.0,130.0
3619,Мотик Євген Володимирович,vulyk_1_561,Прокуратура,Київська область,69116.0,143738.0,0.0,0.0,прокурор прокуратури Обухівського району Київської області,0.0,68.0,0.0,0.0,69116.0,143738.0,,Mitsubishi Outlander;Volkswagen Golf;Skoda Superb,44268.0,0.0,44268.0,212854.0,1107.0,0.0,1106700.0,1.11,5760.0,11978.0,17738.0,0.0,68.0
3643,Муратов Олег Михайлович,vulyk_4_3_90,Обласна державна адміністрація,Одеська область,51713.0,1447544.0,0.0,0.0,директор департаменту економічного розвитку і торгівлі Одеської обласної державної адмінстрації,52.0,221.0,71.0,251.0,49686.0,27714.0,BMW 523,Porsche Cayenne,75462.0,16913.0,92375.0,1499257.0,1887.0,17.0,2309375.0,2.31,4140.0,2310.0,6450.0,0.0,595.0
3644,Муратова Світлана ОлександРівна,vulyk_52_26,Загальний місцевий суд,Харківська область,209352.0,761633.0,0.0,0.0,"суддя, заступник голови Київського районного суду м. Харкова",0.0,76.0,0.0,293.0,209352.0,135060.0,Chrysler PT Cruiser;,Chrysler PT Cruiser;Toyota Sequoia;Mercedes-Benz E 260;BMW X6 XDrive 35i,109377.0,8349.0,117726.0,970985.0,2734.0,8.0,2943150.0,2.94,17446.0,11255.0,28701.0,0.0,369.0
3656,Мухін Анатолій Володимирович,vulyk_56_58,Загальний місцевий суд,Запорізька область,290884.0,0.0,0.0,0.0,суддя Жовтневого районного суду м. Запоріжжя,52.0,0.0,0.0,55.0,258442.0,0.0,Volkswagen Touareg,,0.0,44497.0,44497.0,290884.0,0.0,44.0,1112425.0,1.11,21537.0,0.0,21537.0,0.0,107.0
3658,Мхітарян Сергій Самсонович,vulyk_54_44,Загальний місцевий суд,Дніпропетровська область,332302.0,102940.0,0.0,0.0,голова Саксаганського районного суду м. Кривого Рогу Дніпропетровської області,21.0,21.0,0.0,0.0,259463.0,0.0,Renault Laguna,Hyundai Accent;Toyota Camry;Renault Laguna;,30719.0,10398.0,41117.0,435242.0,768.0,10.0,1027925.0,1.03,21622.0,0.0,21622.0,0.0,42.0
3697,Міцней Володимир Федорович,vulyk_33_132,Загальний апеляційний суд,Чернівецька область,342060.0,84978.0,0.0,0.0,заступник голови апеляційного суду Чернівецької області,0.0,0.0,406.0,0.0,256620.0,65216.0,Mitsubishi Outlander,Mitsubishi Outlander,23526.0,23526.0,47052.0,427038.0,588.0,24.0,1176300.0,1.18,21385.0,5435.0,26820.0,0.0,406.0
3711,Наваляний Тарас Данилович,vulyk_12_44,Загальний місцевий суд,Волинська область,228640.0,342292.0,0.0,0.0,суддя Ковельського міскрайонного суду Волинської області,0.0,241.0,0.0,0.0,227992.0,0.0,,Volkswagen Touareg;Mitsubishi Carisma;,44828.0,0.0,44828.0,570932.0,1121.0,0.0,1120700.0,1.12,18999.0,0.0,18999.0,0.0,241.0
3724,Назарко Олег Миколайович,vulyk_10_133,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Одеська область,88232.01,46500.01,0.0,0.0,заступник начальника митного поста Одеса-аеропорт Одеської митниці ДФС,107.0,0.0,0.0,0.0,88232.01,46500.01,Toyota Prado,Lexus RX-350;Subaru Forester,28390.0,22833.0,51223.0,134732.02,710.0,23.0,1280575.0,1.28,7353.0,3875.0,11228.0,0.0,107.0
3736,Насалик Ігор Степанович,chesno_2459,Верховна рада України,Загальнодержавний регіон,147163.0,3796884.0,0.0,0.0,Депутат 8-го скликання,300.0,0.0,725.0,0.0,147163.0,0.0,ВАЗ 2107 1600 куб.см ;Bentley  6000 куб.см;ВАЗ 2106 1600 куб.см;Mercedes-Benz  5000 куб.см;Peugeot 407 2000 куб.см,Toyota Corolla 1300 куб.см;Toyota Camry 2000 куб.см,28805.0,74423.0,103228.0,3944047.0,720.0,74.0,2580700.0,2.58,12264.0,0.0,12264.0,0.0,1025.0
3748,Наумова Ірина Йосипівна,vulyk_44_47,Загальний місцевий суд,Запорізька область,241470.0,83938.0,0.0,0.0,суддя Комунарського районного суду м. Запоріжжя,26.0,30.0,229.0,229.0,241470.0,60631.0,Toyota Rav 4;Mazda 6;ЗАЗ-11022,,0.0,40979.0,40979.0,325408.0,0.0,41.0,1024475.0,1.02,20122.0,5053.0,25175.0,0.0,514.0
3754,Невідома Тетяна Олексіївна,vulyk_51_23,Загальний апеляційний суд,м. Київ,266784.96,380465.78,0.0,0.0,суддя апеляційного суду міста Києва,136.0,0.0,0.0,350.0,266784.96,326008.52,Volkswagen Tiguan,Toyota Fj,57108.0,25517.0,82625.0,647250.74,1428.0,26.0,2065625.0,2.07,22232.0,27167.0,49399.0,0.0,486.0
3756,Недава Олег Анатолійович,chesno_2264,Верховна рада України,Загальнодержавний регіон,596269.0,2768328.0,0.0,0.0,Депутат 8-го скликання,92.0,0.0,0.0,450.0,596269.0,12425.0,Mercedes-Benz GL63 6208;Mercedes-Benz GL550 5461;Kia Mohave 2959,Mercedes-Benz ML350 3498,39348.0,112174.0,151522.0,3364597.0,984.0,112.0,3788050.0,3.79,49689.0,1035.0,50724.0,0.0,542.0
3765,Немировський Ігор Якович,vulyk_4_2_38,Державна інспекція сільського господарства,Загальнодержавний регіон,49327.91,0.0,0.0,0.0,заступник голови державної інспекції сільського господарства України,75.0,0.0,0.0,0.0,30484.63,0.0,Nissan Note;Lexus RX 350;Mitsubishi ASX,,0.0,48223.0,48223.0,49327.91,0.0,48.0,1205575.0,1.21,2540.0,0.0,2540.0,0.0,75.0
3766,Немцов Микола Миколайович,vulyk_33_72,Міністерство внутрішніх справ,Чернівецька область,99430.0,149000.0,0.0,0.0,начальник управління по боротьбі з організованною злочинністю УМВС України в Чернівецькій області,0.0,0.0,0.0,0.0,99430.0,0.0,Volkswagen,,0.0,46142.0,46142.0,248430.0,0.0,46.0,1153550.0,1.15,8286.0,0.0,8286.0,0.0,0.0
3784,Нечепорук Михайло Миколайович,vulyk_9_49,Обласна державна адміністрація,Донецька область,67295.0,0.0,0.0,0.0,заступник голови - керівник апарату Донецької облдержадміністрації,0.0,0.0,158.0,0.0,10699.0,0.0,Mercedes-Benz E 220;Nissan Patrol;Ford Mondeo;Mercedes-Benz 316;,,0.0,56358.0,56358.0,67295.0,0.0,56.0,1408950.0,1.41,892.0,0.0,892.0,0.0,158.0
3816,Носенко Артем Олександрович,vulyk_14_37,Прокуратура,Дніпропетровська область,106758.0,39435.0,0.0,0.0,"старший прокурор відділу процесуального кеРівництва у кримінальних провадженнях про корупційні кримінальні правопорушення управління нагляду за додержанням законів спецпідрозділами та іншими органами, які ведуть боротьбу із організованною злочинністю та корупцією прокуратури Дніпропетровської області",79.0,82.0,0.0,0.0,92628.0,36017.0,Toyota Highlander,Seat Ibiza,13398.0,30757.0,44155.0,146193.0,335.0,31.0,1103875.0,1.1,7719.0,3001.0,10720.0,0.0,161.0
3830,Ніколайчук Світлана Василівна,vulyk_41_76,Адміністративний місцевий суд,Дніпропетровська область,192617.0,0.0,0.0,0.0,суддя Дніпропетровського окружного адміністративного суду,0.0,61.0,0.0,155.0,182897.0,0.0,Lexus RX 350,,0.0,46788.0,46788.0,192617.0,0.0,47.0,1169700.0,1.17,15241.0,0.0,15241.0,0.0,216.0
3833,Ніколенко Михайло Олександрович,vulyk_41_25,Господарський місцевий суд,Дніпропетровська область,181297.0,321212.0,0.0,17525.0,суддя господарського суду Дніпропетровської області,125.0,0.0,0.0,0.0,181213.0,18000.0,Mercedes-Benz ML 250;Lexus RX 350;Nissan Sunny;Mitsubishi L 200,Mercedes-Benz ML 250,56080.0,99664.0,155744.0,502509.0,1402.0,100.0,3893600.0,3.89,15101.0,1500.0,16601.0,17525.0,125.0
3835,Ніконов Ігор Володимирович,vulyk_7_6,Київська міська державна адміністрація,м. Київ,1105612.0,3857739.0,0.0,5799458.0,перший заступник голови Київської міської державної адмінстрації,368.0,226.0,1191.0,0.0,28125.0,19948.0,,Mercedes-Benz G500;Maybach 57;Mercedes-Benz GL-63AMG;Ford Transit;Honda CR-V,130038.0,0.0,130038.0,4963351.0,3251.0,0.0,3250950.0,3.25,2344.0,1662.0,4006.0,5799458.0,1785.0
3864,Овсянніков Владислав Сергійович,vulyk_15_191,Загальний місцевий суд,Харківська область,185011.0,97964.0,0.0,0.0,суддя Дергачівського районного суду Харківської області,305.0,140.0,0.0,0.0,178498.0,88043.0,Audi Q5,Audi A3 sportback,14051.0,44708.0,58759.0,282975.0,351.0,45.0,1468975.0,1.47,14875.0,7337.0,22212.0,0.0,445.0
3867,Овчаренко Сергій Миколайович,vulyk_1_1380,Прокуратура,Черкаська область,202338.81,66000.0,0.0,0.0,перший заступник прокурора м. Черкаси,106.0,0.0,0.0,0.0,112644.71,0.0,Audi A4;Land Rover Range Rover,,0.0,73595.0,73595.0,268338.81,0.0,74.0,1839875.0,1.84,9387.0,0.0,9387.0,0.0,106.0
3872,Огоновський Андрій Романович,vulyk_18_173,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Львівська область,52669.74,870000.0,0.0,0.0,заступник начальника ДПІ у Шевченківському р-ні м. Львова головного управліняя міндоходів у Львівській області,134.0,75.0,0.0,387.0,49060.02,0.0,Skoda Octavia A7,Nissan Micra;Volkswagen Tiguan;,27157.0,16949.0,44106.0,922669.74,679.0,17.0,1102650.0,1.1,4088.0,0.0,4088.0,0.0,596.0
3883,Озерянська Світлана Іванівна,vulyk_41_77,Адміністративний місцевий суд,Дніпропетровська область,181915.0,185596.0,0.0,0.0,суддя Дніпропетровського окружного адміністративного суду,0.0,0.0,0.0,225.0,181915.0,185509.0,Toyota Land Cruiser Prado;Toyota Land Cruiser Prado,,0.0,45279.0,45279.0,367511.0,0.0,45.0,1131975.0,1.13,15160.0,15459.0,30619.0,0.0,225.0
3884,Озерянський Олександр Миколайович,vulyk_27_122,Прокуратура,Запорізька область,185596.0,181915.0,0.0,0.0,перший заступник прокурора Запорізької області,0.0,0.0,225.0,0.0,185509.0,181915.0,,Toyota Prado;Toyota Land Cruiser Prado;,45279.0,0.0,45279.0,367511.0,1132.0,0.0,1131975.0,1.13,15459.0,15160.0,30619.0,0.0,225.0
3891,Окунь Володимир Валентинович,vulyk_27_107,Міністерство внутрішніх справ,Полтавська область,77341.12,48502.46,0.0,0.0,заступник начальника Кременчуцького МВ УМВС України в Полтавській області,51.0,0.0,0.0,0.0,77341.12,48502.46,Volkswagen Tiguan;ВАЗ Нива;,Volkswagen Tiguan;ВАЗ Нива;,24658.0,24658.0,49316.0,125843.58,616.0,25.0,1232900.0,1.23,6445.0,4042.0,10487.0,0.0,51.0
3920,Олійник Микола Васильович,vulyk_33_130,Загальний апеляційний суд,Чернівецька область,297973.0,0.0,0.0,0.0,голова апеляційного суду Чернівецької області,0.0,0.0,215.0,0.0,294332.0,0.0,Lexus LX 570,,0.0,40434.0,40434.0,297973.0,0.0,40.0,1010850.0,1.01,24528.0,0.0,24528.0,0.0,215.0
3928,Олійниченко В'ячеслав Володимирович,vulyk_2_244,Прокуратура,м. Київ,104856.0,61404.0,0.0,0.0,прокурор прокуратури Шевченківського району м. Києва,0.0,50.0,0.0,152.0,104856.0,16055.0,Honda Accord,Mitsubishi Colt;Volvo XC90;,29611.0,14718.0,44329.0,166260.0,740.0,15.0,1108225.0,1.11,8738.0,1338.0,10076.0,0.0,202.0
3946,Онищук Алла Миколаївна,vulyk_4_13,Волинська облдержадміністрація,Волинська область,221798.0,63660.0,0.0,0.0,начальник служби у справах дітей Волинської обласної державної адмінстрації,86.0,86.0,0.0,0.0,57252.0,63660.0,BMW 645,Mercedes-Benz S500L,24759.0,17288.0,42047.0,285458.0,619.0,17.0,1051175.0,1.05,4771.0,5305.0,10076.0,0.0,172.0
3948,Онопенко Василь Васильович,vulyk_56_193,Верховний суд,Загальнодержавний регіон,633377.0,33777.0,0.0,0.0,суддя Верховного Суду украіни,0.0,66.0,0.0,640.0,545570.0,25329.0,Audi A8,,0.0,76292.0,76292.0,667154.0,0.0,76.0,1907300.0,1.91,45464.0,2111.0,47575.0,0.0,706.0
3954,Оніщук Максим Іванович,vulyk_51_25,Загальний апеляційний суд,м. Київ,218325.44,2849326.47,0.0,0.0,суддя апеляційного суду м. Києва,108.0,108.0,101.0,0.0,218325.44,0.0,Toyota FJ Cruiser,Skoda Fabia Elegans;Mercedes-Benz ML 350,54959.0,47499.0,102458.0,3067651.91,1374.0,47.0,2561450.0,2.56,18194.0,0.0,18194.0,0.0,317.0
3956,Опанасенко Олександр Валерійович,chesno_2299,Верховна рада України,Загальнодержавний регіон,116192.64,123500.0,0.0,0.0,Депутат 8-го скликання,154.0,0.0,0.0,0.0,66192.64,42000.0,"Mitsubishi Pajero Wagon 3000 куб.см, 4900 см;Volvo XC90 2400 куб.см, 4807 см","Subaru Forester 2000 куб. см,  4486 см",9914.0,51372.0,61286.0,239692.64,248.0,51.0,1532150.0,1.53,5516.0,3500.0,9016.0,0.0,154.0
3963,Ореховська Кристина Едуардівна,vulyk_28_59,Загальний місцевий суд,Рівненська область,208388.0,121844.0,0.0,0.0,суддя Рівненського міського суду,73.0,58.0,0.0,0.0,204269.0,121800.0,Daihatsu Materia;Toyota Heilyx,Toyota Camry,15501.0,30365.0,45866.0,330232.0,388.0,30.0,1146650.0,1.15,17022.0,10150.0,27172.0,0.0,131.0
3979,Осмоловський Руслан Васильович,vulyk_11_77,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Вінницька область,68820.0,405147.0,0.0,0.0,перший заступник начальника головного управління ДФС у Вінницькій області,0.0,116.0,0.0,0.0,63205.0,240031.0,Lexus RX-350,,0.0,41017.0,41017.0,473967.0,0.0,41.0,1025425.0,1.03,5267.0,20003.0,25270.0,0.0,116.0
3984,Остапов Володимир Костянтинович,vulyk_16_50,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Харківська область,285673.77,0.0,0.0,0.0,заступник начальника – начальник оперативного управління ДПІ у Дзержинському районі м. Харкова ГУ ДФС у Харківській області,89.0,0.0,0.0,0.0,33277.77,0.0,Volkswagen Touareg,;,0.0,44497.0,44497.0,285673.77,0.0,44.0,1112425.0,1.11,2773.0,0.0,2773.0,0.0,89.0
3986,Остапчук Валерій Васильович,vulyk_10_161,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Харківська область,89324.0,201850.0,0.0,0.0,начальник Харківської митниці ДФС України,100.0,206.0,0.0,360.0,75804.0,201850.0,,Lexus RX 350;Toyota RAV4,82609.0,0.0,82609.0,291174.0,2065.0,0.0,2065225.0,2.07,6317.0,16821.0,23138.0,0.0,666.0
3992,Остропілець Євген Романович,vulyk_15_187,Загальний місцевий суд,Харківська область,253231.0,15600.0,0.0,0.0,заступник голови Дніпропетровського районного суду Харківської області,116.0,39.0,158.0,158.0,243448.0,15600.0,Ford Kuga;Mercedes-Benz S;,Ford Fiesta;Ford Kuga;Mercedes S;,37438.0,24783.0,62221.0,268831.0,936.0,25.0,1555525.0,1.56,20287.0,1300.0,21587.0,0.0,471.0
4001,Охендовський Михайло Володимирович,vulyk_25_42,Центральна виборча комісія,Загальнодержавний регіон,289215.0,709379.0,0.0,0.0,голова Центральної Виборчої Комісії,54.0,0.0,0.0,240.0,288248.0,0.0,Lexus LX 570,,0.0,40434.0,40434.0,998594.0,0.0,40.0,1010850.0,1.01,24021.0,0.0,24021.0,0.0,294.0
4019,Павич Володимир Степанович,vulyk_20_60,Прокуратура,Львівська область,240607.0,359114.0,0.0,0.0,Дрогобицький міжрайонний прокурор,66.0,66.0,0.0,0.0,155285.0,119956.0,Ford Transit,Volkswagen Caddy;ГАЗ 69;Mercedes-Benz E220 CDI;Ford Transit Connect,53735.0,10108.0,63843.0,599721.0,1343.0,10.0,1596075.0,1.6,12940.0,9996.0,22936.0,0.0,132.0
4027,Павленко Олександра Сергіївна,vulyk_4_1_46,Міністерство охорони здоров'я,Загальнодержавний регіон,1928528.0,6342.0,0.0,22925.0,перший заступник Міністра охорони здоров'я України,190.0,0.0,0.0,0.0,35881.0,6342.0,Audi Q5;Lexus GS 300,Audi A7,71875.0,62937.0,134812.0,1934870.0,1797.0,63.0,3370300.0,3.37,2990.0,528.0,3518.0,22925.0,190.0
4028,Павленко Олексій Михайлович,vulyk_1_1852,Міністерство аграрної політики та продовольства / Мінагрополітики,Загальнодержавний регіон,25452.0,876535.0,0.0,346328.0,міністр аграрної політики та продовольства України,97.0,395.0,494.0,0.0,21313.0,52684.0,Lexus LX 570;Hyundai i30,Toyota RAV 4;Lexus RX 350;KIA Sorento,47100.0,71248.0,118348.0,901987.0,1178.0,71.0,2958700.0,2.96,1776.0,4390.0,6166.0,346328.0,986.0
4040,Павлюк Ірина Юріївна,vulyk_55_156,Апеляційний господарський суд,Рівненська область,255859.0,286410.0,0.0,0.0,суддя Рівненського апеляційного господарського суду,68.0,0.0,684.0,0.0,199469.0,137545.0,Subaru Impreza;Porsche Cayenne,УАЗ 31512,2931.0,66010.0,68941.0,542269.0,73.0,66.0,1723525.0,1.72,16622.0,11462.0,28084.0,0.0,752.0
4059,Паламарчук Валерій Васильович,vulyk_45_174,Господарський місцевий суд,Полтавська область,204730.0,104440.0,0.0,0.0,суддя господарського суду Полтавської області,64.0,88.0,0.0,0.0,204730.0,0.0,Honda CR-V;Toyota Auris;,Honda CR-V;Toyota Auris,30091.0,30091.0,60182.0,309170.0,752.0,30.0,1504550.0,1.5,17061.0,0.0,17061.0,0.0,152.0
4062,Паламарчук Олександр Вікторович,vulyk_23_34,Міністерство внутрішніх справ,м. Київ,103208.2,125580.9,0.0,0.0,начальник відділу боротьби зі злочинами у сфері інформаційної безпеки та платіжних систем УБК ГУМВС України в м. Києві,29.0,29.0,0.0,0.0,95941.2,71232.9,,Mazda 3;Toyota Auris;Volkswagen Tiguan,40344.0,0.0,40344.0,228789.1,1009.0,0.0,1008600.0,1.01,7995.0,5936.0,13931.0,0.0,58.0
4065,Палиця Ігор Петрович,vulyk_4_3_94,Обласна державна адміністрація,Одеська область,8120770.0,0.0,0.0,0.0,голова Одеської обласної державної адмінстрації,550.0,0.0,0.0,0.0,651510.0,0.0,Mercedes-Benz S 600;Mercedes-Benz GL 500;Lexus LX 570,,0.0,158144.0,158144.0,8120770.0,0.0,158.0,3953600.0,3.95,54292.0,0.0,54292.0,0.0,550.0
4079,Панаід Ігор Васильович,vulyk_58_6,Загальний місцевий суд,Харківська область,181100.0,35714.0,0.0,0.0,суддя Чугуївського міського суду Харківської області,54.0,54.0,0.0,0.0,181100.0,30869.0,Kia Cerato;Honda CR-V;,Kia Cerato;Honda CR-V,23126.0,23126.0,46252.0,216814.0,578.0,23.0,1156300.0,1.16,15092.0,2572.0,17664.0,0.0,108.0
4083,Панова Ірина Юріївна,vulyk_8_76,Вищий господарський суд,Загальнодержавний регіон,1412620.0,0.0,0.0,0.0,суддя,66.0,0.0,0.0,0.0,278620.0,0.0,BMW 320;Toyota Rav 4;,,0.0,63428.0,63428.0,1412620.0,0.0,63.0,1585700.0,1.59,23218.0,0.0,23218.0,0.0,66.0
4085,Панталієнко Петро Васильович,vulyk_56_173,Верховний суд,Загальнодержавний регіон,403026.53,52268.38,0.0,0.0,суддя Верховного Суду України,171.0,118.0,0.0,0.0,318373.61,0.0,Honda CR-V,Volkswagen Touareg,50629.0,11790.0,62419.0,455294.91,1266.0,12.0,1560475.0,1.56,26531.0,0.0,26531.0,0.0,289.0
4093,Панченко Олександр Сергійович,vulyk_4_2_6,Національна комісія з цінних паперів та фондового ринку,Загальнодержавний регіон,773791.0,10264.0,100.0,0.0,член НКЦПФР,107.0,151.0,0.0,0.0,709967.47,0.0,Audi Q5,Nissan Juke,16574.0,39461.0,56035.0,784055.0,414.0,39.0,1400875.0,1.4,59164.0,0.0,59164.0,100.0,258.0
4104,Паракуда Олег Васильович,vulyk_46_27,Кабінет міністрів (крім міністрів міністерств,Загальнодержавний регіон,8524260.23,6663223.53,0.0,0.0,перший заступник Міністра кабінету міністрів України,245.0,110.0,0.0,0.0,174780.47,0.0,Land Rover,Mitsubishi Colt,6837.0,41367.0,48204.0,15187483.76,171.0,41.0,1205100.0,1.21,14565.0,0.0,14565.0,0.0,355.0
4126,Паскал Василь Федорович,vulyk_25_18,Міністерство внутрішніх справ,Загальнодержавний регіон,176664.0,76405.0,0.0,3700.0,заступник Міністра внутрішніх справ України,103.0,0.0,294.0,382.0,176664.0,60085.0,Skoda Octavia A5,Mitsubishi Pajero Wagon;Mercedes-Benz GL 550;Niva Chevrolet;Niva Chevrolet,77896.0,13384.0,91280.0,253069.0,1947.0,13.0,2282000.0,2.28,14722.0,5007.0,19729.0,3700.0,779.0
4143,Пахомов Валерій Анатолійович,vulyk_34_83,Міністерство внутрішніх справ,Харківська область,182365.48,191547.0,0.0,0.0,начальник УМЗ ГУМВС України в Харківській області,50.0,68.0,0.0,0.0,182365.48,191547.0,,Honda Pilot;Honda C;Mazda CX-7,60441.0,0.0,60441.0,373912.48,1511.0,0.0,1511025.0,1.51,15197.0,15962.0,31159.0,0.0,118.0
